      TIME       MSD_x       DSD_y       MSD_z      MSD_xy      MSD_xz      MSD_yz     MSD_xyz       STD_x       STD_y       STD_z      STD_xy      STD_xz      STD_yz     STD_xyz        N_eff
2.45000e+01 2.79594e+00 2.73398e+00 2.84241e+00 5.52993e+00 5.63836e+00 5.57640e+00 8.37234e+00 9.92351e-03 9.70360e-03 1.00884e-02 1.38785e-02 1.41506e-02 1.39951e-02 1.71563e-02 2.39925e+00
2.55000e+01 2.56575e+00 2.85403e+00 2.69547e+00 5.41978e+00 5.26122e+00 5.54951e+00 8.11525e+00 9.18389e-03 1.02158e-02 9.64824e-03 1.37176e-02 1.33163e-02 1.40460e-02 1.67708e-02 2.44792e+00
2.65000e+01 2.72678e+00 2.52533e+00 2.72678e+00 5.25210e+00 5.45355e+00 5.25210e+00 7.97888e+00 9.84063e-03 9.11361e-03 9.84063e-03 1.34027e-02 1.39167e-02 1.34027e-02 1.66247e-02 2.49567e+00
2.75000e+01 2.56600e+00 2.31530e+00 2.90519e+00 4.88130e+00 5.47119e+00 5.22049e+00 7.78649e+00 9.48583e-03 8.55905e-03 1.07397e-02 1.27597e-02 1.43016e-02 1.36463e-02 1.66188e-02 2.63943e+00
2.85000e+01 2.47539e+00 2.27002e+00 2.46072e+00 4.74541e+00 4.93611e+00 4.73074e+00 7.20613e+00 8.92923e-03 8.18844e-03 8.87632e-03 1.21040e-02 1.25904e-02 1.20666e-02 1.50076e-02 2.49293e+00
2.95000e+01 2.55897e+00 2.42088e+00 2.33458e+00 4.97986e+00 4.89355e+00 4.75546e+00 7.31443e+00 9.29579e-03 8.79416e-03 8.48064e-03 1.27915e-02 1.25698e-02 1.22151e-02 1.53405e-02 2.53430e+00
3.05000e+01 2.54589e+00 2.60289e+00 2.77388e+00 5.14878e+00 5.31977e+00 5.37677e+00 7.92266e+00 8.91073e-03 9.11023e-03 9.70871e-03 1.27427e-02 1.31659e-02 1.33070e-02 1.60097e-02 2.32037e+00
3.15000e+01 2.33448e+00 2.45628e+00 2.27358e+00 4.79076e+00 4.60807e+00 4.72987e+00 7.06435e+00 8.13850e-03 8.56312e-03 7.92619e-03 1.18098e-02 1.13595e-02 1.16597e-02 1.42189e-02 2.29829e+00
3.25000e+01 2.93329e+00 2.60484e+00 2.58659e+00 5.53813e+00 5.51989e+00 5.19143e+00 8.12473e+00 1.05759e-02 9.39165e-03 9.32586e-03 1.41192e-02 1.40727e-02 1.32353e-02 1.69126e-02 2.49011e+00
3.35000e+01 2.51474e+00 2.87969e+00 2.40069e+00 5.39443e+00 4.91544e+00 5.28039e+00 7.79513e+00 8.70799e-03 9.97173e-03 8.31307e-03 1.32086e-02 1.20357e-02 1.29293e-02 1.55843e-02 2.26099e+00
3.45000e+01 2.71107e+00 2.52044e+00 2.16038e+00 5.23151e+00 4.87145e+00 4.68082e+00 7.39189e+00 9.47334e-03 8.80724e-03 7.54906e-03 1.29263e-02 1.20367e-02 1.15657e-02 1.49128e-02 2.31122e+00
3.55000e+01 2.65253e+00 2.67410e+00 2.95445e+00 5.32663e+00 5.60698e+00 5.62854e+00 8.28107e+00 9.69591e-03 9.77474e-03 1.07995e-02 1.37678e-02 1.44925e-02 1.45482e-02 1.74765e-02 2.57143e+00
3.65000e+01 2.72503e+00 2.40034e+00 2.65545e+00 5.12537e+00 5.38048e+00 5.05580e+00 7.78082e+00 9.74294e-03 8.58208e-03 9.49418e-03 1.29577e-02 1.36027e-02 1.27818e-02 1.60614e-02 2.44134e+00
3.75000e+01 2.68615e+00 2.63731e+00 2.53963e+00 5.32346e+00 5.22578e+00 5.17694e+00 7.86309e+00 9.87522e-03 9.69567e-03 9.33657e-03 1.38387e-02 1.35848e-02 1.34578e-02 1.66897e-02 2.60588e+00
3.85000e+01 2.65433e+00 2.75497e+00 3.03172e+00 5.40930e+00 5.68605e+00 5.78669e+00 8.44102e+00 9.72913e-03 1.00980e-02 1.11124e-02 1.40199e-02 1.47372e-02 1.49980e-02 1.78630e-02 2.58788e+00
3.95000e+01 2.67059e+00 3.01433e+00 2.82924e+00 5.68493e+00 5.49984e+00 5.84358e+00 8.51417e+00 9.30138e-03 1.04986e-02 9.85394e-03 1.40007e-02 1.35449e-02 1.43914e-02 1.71207e-02 2.29299e+00
4.05000e+01 2.79522e+00 3.23803e+00 3.07198e+00 6.03325e+00 5.86720e+00 6.31001e+00 9.10523e+00 1.00031e-02 1.15878e-02 1.09935e-02 1.52671e-02 1.48469e-02 1.59674e-02 1.88126e-02 2.44667e+00
4.15000e+01 2.43873e+00 2.54833e+00 2.76755e+00 4.98706e+00 5.20628e+00 5.31588e+00 7.75461e+00 8.86937e-03 9.26800e-03 1.00652e-02 1.28251e-02 1.33888e-02 1.36707e-02 1.62828e-02 2.54125e+00
4.25000e+01 2.66488e+00 2.63810e+00 2.39705e+00 5.30298e+00 5.06193e+00 5.03515e+00 7.70003e+00 9.26622e-03 9.17309e-03 8.33494e-03 1.30386e-02 1.24459e-02 1.23800e-02 1.54581e-02 2.28387e+00
4.35000e+01 3.11013e+00 2.49214e+00 2.94891e+00 5.60227e+00 6.05905e+00 5.44105e+00 8.55118e+00 1.12479e-02 9.01288e-03 1.06648e-02 1.43265e-02 1.54946e-02 1.39142e-02 1.78549e-02 2.50809e+00
4.45000e+01 2.64311e+00 2.28472e+00 2.70284e+00 4.92783e+00 5.34594e+00 4.98756e+00 7.63066e+00 9.30412e-03 8.04254e-03 9.51438e-03 1.22659e-02 1.33067e-02 1.24146e-02 1.55082e-02 2.35252e+00
